rowid,pl_name,hostname,period,system_no_of_planets,T0,T0_unit,Author
15833,Kepler-1836 b,Kepler-1836,5.25419736,1,54966.22952,MJD,Kepler
15840,Kepler-1837 b,Kepler-1837,5.90608978,1,54964.05773,MJD,Kepler
15847,Kepler-1838 b,Kepler-1838,12.14692791,1,54964.04769,MJD,Kepler
15855,Kepler-1839 b,Kepler-1839,5.056739,1,54966.89648,MJD,Kepler
15862,Kepler-184 b,Kepler-184,10.68758211,3,55002.43154,MJD,Kepler
15874,Kepler-184 c,Kepler-184,20.30307267,3,55009.30167,MJD,Kepler
15886,Kepler-184 d,Kepler-184,29.02231937,3,55030.8679,MJD,Kepler
15898,Kepler-1840 b,Kepler-1840,131.187711,1,55004.8923,MJD,Kepler
15906,Kepler-1841 b,Kepler-1841,25.886129,1,54989.5383,MJD,Kepler
15914,Kepler-1842 b,Kepler-1842,14.02635723,1,54967.67539,MJD,Kepler
15922,Kepler-1843 b,Kepler-1843,25.54339981,1,54973.08705,MJD,Kepler
15930,Kepler-1844 b,Kepler-1844,3.92451,1,54964.90179,MJD,Kepler
15937,Kepler-1845 b,Kepler-1845,11.60658,1,54966.91458,MJD,Kepler
15944,Kepler-1846 b,Kepler-1846,14.820259,1,54965.89933,MJD,Kepler
15952,Kepler-1847 b,Kepler-1847,11.1296971,1,54971.07393,MJD,Kepler
15959,Kepler-1848 b,Kepler-1848,5.60402012,1,54966.32508,MJD,Kepler
15966,Kepler-1849 b,Kepler-1849,57.2937,1,54978.73112,MJD,Kepler
15974,Kepler-185 b,Kepler-185,1.63291443,2,54967.04797,MJD,Kepler
15984,Kepler-185 c,Kepler-185,20.72910761,2,55017.93642,MJD,Kepler
15995,Kepler-1850 b,Kepler-1850,1.38578774,1,54967.9886,MJD,Kepler
16002,Kepler-1851 b,Kepler-1851,12.02298773,1,54968.70687,MJD,Kepler
16010,Kepler-1852 b,Kepler-1852,7.971054,1,54966.5507,MJD,Kepler
16017,Kepler-1853 b,Kepler-1853,48.8882668,1,54986.3116,MJD,Kepler
16025,Kepler-1854 b,Kepler-1854,39.83099247,1,54988.1409,MJD,Kepler
16033,Kepler-1855 b,Kepler-1855,0.72733098,1,54964.87091,MJD,Kepler
16040,Kepler-1856 b,Kepler-1856,1.30201573,1,54964.43624,MJD,Kepler
16047,Kepler-1857 b,Kepler-1857,8.94343618,1,54969.79881,MJD,Kepler
16054,Kepler-1858 b,Kepler-1858,88.0712769,1,55047.01724,MJD,Kepler
16062,Kepler-1859 b,Kepler-1859,2.7296036,1,54965.78661,MJD,Kepler
16069,Kepler-186 b,Kepler-186,3.88679469,5,54965.8304,MJD,Kepler
16085,Kepler-186 c,Kepler-186,,5,55006.8142,MJD,Kepler
16101,Kepler-186 d,Kepler-186,13.343025,5,55009.4045,MJD,Kepler
16117,Kepler-186 e,Kepler-186,22.407688,5,54986.3006,MJD,Kepler
16132,Kepler-186 f,Kepler-186,129.945392,5,55009.3183,MJD,Kepler
16144,Kepler-1860 b,Kepler-1860,12.73672,1,54968.51625,MJD,Kepler
16151,Kepler-1861 b,Kepler-1861,40.0306267,1,54981.3491,MJD,Kepler
16159,Kepler-1862 b,Kepler-1862,16.0572928,1,54964.8936,MJD,Kepler
16167,Kepler-1863 b,Kepler-1863,44.9995,1,54992.7298,MJD,Kepler
16175,Kepler-1864 b,Kepler-1864,3.88151335,1,54967.6178,MJD,Kepler
16182,Kepler-1865 b,Kepler-1865,2.52401812,1,54966.35946,MJD,Kepler
16189,Kepler-1866 b,Kepler-1866,11.66009998,1,54973.12517,MJD,Kepler
16196,Kepler-1867 b,Kepler-1867,9.88736642,1,54972.02781,MJD,Kepler
16203,Kepler-1868 b,Kepler-1868,211.0338741,1,55111.62891,MJD,Kepler
16211,Kepler-1869 b,Kepler-1869,8.16736031,1,54968.70311,MJD,Kepler
16219,Kepler-187 b,Kepler-187,4.93883135,2,54968.45186,MJD,Kepler
16229,Kepler-187 c,Kepler-187,10.64021008,2,55012.27393,MJD,Kepler
16240,Kepler-1870 b,Kepler-1870,3.6069424,1,54956.45307,MJD,Kepler
16248,Kepler-1871 b,Kepler-1871,1.95271116,1,54965.66095,MJD,Kepler
16255,Kepler-1872 b,Kepler-1872,3.82590987,1,54964.69852,MJD,Kepler
16262,Kepler-1873 b,Kepler-1873,0.55884123,1,54964.07988,MJD,Kepler
16269,Kepler-1874 b,Kepler-1874,56.57360473,1,54979.07984,MJD,Kepler
16277,Kepler-1875 b,Kepler-1875,34.4584231,1,54980.32941,MJD,Kepler
16285,Kepler-1876 b,Kepler-1876,6.99205491,1,54970.55025,MJD,Kepler
16292,Kepler-1877 b,Kepler-1877,2.37752807,1,54965.8975,MJD,Kepler
16299,Kepler-1878 b,Kepler-1878,4.44588291,1,54964.24309,MJD,Kepler
16306,Kepler-1879 b,Kepler-1879,10.613405,1,54968.1898,MJD,Kepler
16314,Kepler-188 b,Kepler-188,2.061897,2,54965.69858,MJD,Kepler
16324,Kepler-188 c,Kepler-188,,2,55005.00314,MJD,Kepler
16335,Kepler-1880 b,Kepler-1880,6.30923438,1,54966.4941,MJD,Kepler
16342,Kepler-1881 b,Kepler-1881,159.3909,1,55059.4313,MJD,Kepler
16349,Kepler-1882 b,Kepler-1882,13.7872576,1,54977.2763,MJD,Kepler
16357,Kepler-1883 b,Kepler-1883,103.427188,1,55052.72869,MJD,Kepler
16365,Kepler-1884 b,Kepler-1884,8.9881,1,54971.33733,MJD,Kepler
16372,Kepler-1885 b,Kepler-1885,2.52258863,1,54964.14534,MJD,Kepler
16379,Kepler-1886 b,Kepler-1886,24.2762373,1,54984.93133,MJD,Kepler
16387,Kepler-1887 b,Kepler-1887,19.94738,1,54976.7469,MJD,Kepler
16395,Kepler-1888 b,Kepler-1888,11.39170568,1,54974.05859,MJD,Kepler
16402,Kepler-1889 b,Kepler-1889,37.3037619,1,54965.815,MJD,Kepler
16410,Kepler-189 b,Kepler-189,10.40006,2,54974.01092,MJD,Kepler
16421,Kepler-189 c,Kepler-189,20.13488968,2,55003.86552,MJD,Kepler
16433,Kepler-1890 b,Kepler-1890,4.82059002,1,54968.28516,MJD,Kepler
16440,Kepler-1891 b,Kepler-1891,4.02230933,1,54967.67317,MJD,Kepler
16447,Kepler-1892 b,Kepler-1892,6.33127,1,54969.64149,MJD,Kepler
16454,Kepler-1893 b,Kepler-1893,4.179393,1,54966.3469,MJD,Kepler
16461,Kepler-1894 b,Kepler-1894,2.76263462,1,54965.4951,MJD,Kepler
16468,Kepler-1895 b,Kepler-1895,6.0703203,1,54967.8105,MJD,Kepler
16475,Kepler-1896 b,Kepler-1896,44.8698382,1,54973.62303,MJD,Kepler
16483,Kepler-1897 b,Kepler-1897,24.2204586,1,54978.92365,MJD,Kepler
16491,Kepler-1898 b,Kepler-1898,4.76559135,1,54966.0038,MJD,Kepler
16498,Kepler-1899 b,Kepler-1899,4.09577947,1,54964.11992,MJD,Kepler
16505,Kepler-19 b,Kepler-19,9.28696447,3,54959.20597,MJD,Kepler
16519,Kepler-190 b,Kepler-190,2.01999701,2,55002.56945,MJD,Kepler
16530,Kepler-190 c,Kepler-190,3.76304236,2,54965.09486,MJD,Kepler
16541,Kepler-1900 b,Kepler-1900,2.98618134,1,54965.9782,MJD,Kepler
16548,Kepler-1901 b,Kepler-1901,3.484149,1,54967.0491,MJD,Kepler
16555,Kepler-1902 b,Kepler-1902,3.82223397,1,54964.65233,MJD,Kepler
16562,Kepler-1903 b,Kepler-1903,17.067644,1,54978.07344,MJD,Kepler
16569,Kepler-1904 b,Kepler-1904,4.57699384,1,54964.59921,MJD,Kepler
16576,Kepler-1905 b,Kepler-1905,3.42391461,1,54965.38005,MJD,Kepler
16583,Kepler-1906 b,Kepler-1906,7.36272058,1,54969.36143,MJD,Kepler
16590,Kepler-1907 b,Kepler-1907,5.65243986,2,54969.4767,MJD,Kepler
16597,Kepler-1907 c,Kepler-1907,14.86398,2,54975.4516,MJD,Kepler
16604,Kepler-1909 b,Kepler-1909,2.39162484,1,54965.57853,MJD,Kepler
16611,Kepler-191 b,Kepler-191,9.93962361,3,54964.08517,MJD,Kepler
16621,Kepler-191 c,Kepler-191,17.73852054,3,54981.48862,MJD,Kepler
16631,Kepler-191 d,Kepler-191,5.94504102,3,55002.973,MJD,Kepler
16640,Kepler-1910 b,Kepler-1910,5.68879083,1,54964.1645,MJD,Kepler
16647,Kepler-1911 b,Kepler-1911,5.9907999,1,54967.04125,MJD,Kepler
16653,Kepler-1912 b,Kepler-1912,6.05922094,1,54966.17216,MJD,Kepler
16660,Kepler-1913 b,Kepler-1913,14.19593863,1,54969.51409,MJD,Kepler
16666,Kepler-1914 b,Kepler-1914,30.8277926,1,54975.64483,MJD,Kepler
16673,Kepler-1915 b,Kepler-1915,13.8354142,1,54966.80765,MJD,Kepler
16679,Kepler-1916 b,Kepler-1916,31.25429916,1,54987.547,MJD,Kepler
16686,Kepler-1917 b,Kepler-1917,12.90235874,1,54971.65105,MJD,Kepler
16692,Kepler-1918 b,Kepler-1918,47.0563327,1,55006.46312,MJD,Kepler
16699,Kepler-1919 b,Kepler-1919,37.8862977,1,54965.51954,MJD,Kepler
16706,Kepler-192 b,Kepler-192,9.92672514,3,55008.18501,MJD,Kepler
16717,Kepler-192 c,Kepler-192,21.22341,3,55002.8746,MJD,Kepler
16728,Kepler-192 d,Kepler-192,6.47027706,3,54969.007,MJD,Kepler
16737,Kepler-1920 b,Kepler-1920,30.25420641,1,54969.13774,MJD,Kepler
16744,Kepler-1921 b,Kepler-1921,20.034708,1,54977.94178,MJD,Kepler
16751,Kepler-1922 b,Kepler-1922,13.2226208,1,54976.79126,MJD,Kepler
16757,Kepler-1923 b,Kepler-1923,52.60963573,1,54991.1253,MJD,Kepler
16764,Kepler-1924 b,Kepler-1924,15.3317719,1,54975.025,MJD,Kepler
16770,Kepler-1925 b,Kepler-1925,46.71640015,1,54977.9922,MJD,Kepler
16777,Kepler-1926 b,Kepler-1926,42.8774169,1,54988.56967,MJD,Kepler
16784,Kepler-1927 b,Kepler-1927,73.7506501,1,55021.01889,MJD,Kepler
16791,Kepler-1928 b,Kepler-1928,19.5777657,1,54964.21489,MJD,Kepler
16799,Kepler-1929 b,Kepler-1929,59.3627199,1,55016.64993,MJD,Kepler
16806,Kepler-193 b,Kepler-193,11.38840217,2,55007.05117,MJD,Kepler
16817,Kepler-193 c,Kepler-193,50.69852,2,54973.82288,MJD,Kepler
16828,Kepler-1930 b,Kepler-1930,13.02678441,1,54971.64777,MJD,Kepler
16834,Kepler-1931 b,Kepler-1931,38.57610826,1,55000.35725,MJD,Kepler
16841,Kepler-1932 b,Kepler-1932,0.52417609,1,54964.1014,MJD,Kepler
16847,Kepler-1933 b,Kepler-1933,4.94329023,1,54968.07568,MJD,Kepler
16854,Kepler-1934 b,Kepler-1934,1.41974915,1,54965.4252,MJD,Kepler
16860,Kepler-1935 b,Kepler-1935,3.95140004,1,54964.56462,MJD,Kepler
16866,Kepler-1936 b,Kepler-1936,126.557522,1,54978.19361,MJD,Kepler
16873,Kepler-1937 b,Kepler-1937,9.6886646,1,54964.3335,MJD,Kepler
16880,Kepler-1938 b,Kepler-1938,13.06242496,1,54976.68426,MJD,Kepler
16887,Kepler-1939 b,Kepler-1939,2.79064348,1,54965.65339,MJD,Kepler
16893,Kepler-194 b,Kepler-194,2.09226999,3,54965.55964,MJD,Kepler
16903,Kepler-194 c,Kepler-194,17.308032,3,55009.44169,MJD,Kepler
16914,Kepler-194 d,Kepler-194,,3,54997.40324,MJD,Kepler
16925,Kepler-1940 b,Kepler-1940,4.95062352,1,54965.30914,MJD,Kepler
16931,Kepler-1941 b,Kepler-1941,31.3351397,1,54969.47538,MJD,Kepler
16938,Kepler-1942 b,Kepler-1942,4.62602725,1,54967.1816,MJD,Kepler
16944,Kepler-1943 b,Kepler-1943,4.85018974,1,54967.81157,MJD,Kepler
16950,Kepler-1944 b,Kepler-1944,9.84261195,1,54966.52155,MJD,Kepler
16956,Kepler-1945 b,Kepler-1945,6.08003998,1,54969.38262,MJD,Kepler
16962,Kepler-1946 b,Kepler-1946,3.03520869,1,54964.8291,MJD,Kepler
16968,Kepler-1947 b,Kepler-1947,6.96355103,1,54965.51421,MJD,Kepler
16974,Kepler-1948 b,Kepler-1948,15.5714121,1,54969.08514,MJD,Kepler
16980,Kepler-1949 b,Kepler-1949,2.20829412,1,54964.13091,MJD,Kepler
16986,Kepler-195 b,Kepler-195,8.307832,2,55003.6712,MJD,Kepler
16996,Kepler-195 c,Kepler-195,,2,54986.31712,MJD,Kepler
17007,Kepler-1950 b,Kepler-1950,10.7770462,1,54972.7902,MJD,Kepler
17013,Kepler-1951 b,Kepler-1951,20.6577602,1,54978.1348,MJD,Kepler
17019,Kepler-1952 b,Kepler-1952,27.2111385,1,54964.8697,MJD,Kepler
17026,Kepler-1953 b,Kepler-1953,6.24564633,1,54969.66362,MJD,Kepler
17032,Kepler-1954 b,Kepler-1954,5.88346916,1,54969.45044,MJD,Kepler
17038,Kepler-1955 b,Kepler-1955,14.2652558,1,54975.72024,MJD,Kepler
17044,Kepler-1956 b,Kepler-1956,5.94375659,1,54967.75897,MJD,Kepler
17050,Kepler-1957 b,Kepler-1957,2.18659922,1,54964.44832,MJD,Kepler
17056,Kepler-1958 b,Kepler-1958,9.32867332,1,54968.37513,MJD,Kepler
17062,Kepler-1959 b,Kepler-1959,6.38669014,1,54964.02724,MJD,Kepler
17068,Kepler-196 b,Kepler-196,,3,55005.71817,MJD,Kepler
17079,Kepler-196 c,Kepler-196,47.42783322,3,55049.05425,MJD,Kepler
17090,Kepler-196 d,Kepler-196,122.0804953,3,54987.5218,MJD,Kepler
17097,Kepler-1960 b,Kepler-1960,2.29792825,1,54964.00475,MJD,Kepler
17103,Kepler-1961 b,Kepler-1961,5.60473269,1,54964.12861,MJD,Kepler
17109,Kepler-1962 b,Kepler-1962,7.99144696,1,54968.75676,MJD,Kepler
17115,Kepler-1963 b,Kepler-1963,1.96226001,1,54964.03585,MJD,Kepler
17121,Kepler-1964 b,Kepler-1964,2.4408364,1,54966.34132,MJD,Kepler
17127,Kepler-1965 b,Kepler-1965,41.8673672,1,54979.52993,MJD,Kepler
17134,Kepler-1966 b,Kepler-1966,8.61735417,1,54966.01693,MJD,Kepler
17140,Kepler-1967 b,Kepler-1967,7.28170196,1,54969.80085,MJD,Kepler
17146,Kepler-1968 b,Kepler-1968,7.28116667,1,54965.2518,MJD,Kepler
17152,Kepler-1969 b,Kepler-1969,6.64752101,1,54969.63371,MJD,Kepler
17158,Kepler-197 b,Kepler-197,5.59931543,4,55003.97282,MJD,Kepler
17169,Kepler-197 c,Kepler-197,10.34971385,4,55006.56421,MJD,Kepler
17182,Kepler-197 d,Kepler-197,15.6775466,4,55011.96886,MJD,Kepler
17195,Kepler-197 e,Kepler-197,25.2099845,4,54986.91342,MJD,Kepler
17207,Kepler-1972 b,Kepler-1972,7.54425,2,54944.3999,MJD,Kepler
17213,Kepler-1972 c,Kepler-1972,11.3220104,2,54952.3,MJD,Kepler
17217,Kepler-198 b,Kepler-198,17.79001285,3,55014.93638,MJD,Kepler
17228,Kepler-198 c,Kepler-198,49.5675359,3,55002.04001,MJD,Kepler
17239,Kepler-198 d,Kepler-198,1.31184954,3,54965.609,MJD,Kepler
17249,Kepler-199 b,Kepler-199,23.6421965,2,55005.14846,MJD,Kepler
17259,Kepler-199 c,Kepler-199,67.0935,2,54979.06577,MJD,Kepler
17270,Kepler-20 b,Kepler-20,3.69612127,6,54967.00027,MJD,Kepler
17282,Kepler-20 c,Kepler-20,10.85409593,6,54971.10758,MJD,Kepler
17294,Kepler-20 d,Kepler-20,77.6115987,6,54997.2271,MJD,Kepler
17306,Kepler-20 e,Kepler-20,6.09853672,6,54968.4336,MJD,Kepler
17317,Kepler-20 f,Kepler-20,19.5776073,6,54967.719,MJD,Kepler
17330,Kepler-200 b,Kepler-200,8.59481851,2,55004.12998,MJD,Kepler
17341,Kepler-200 c,Kepler-200,10.222084,2,54968.39056,MJD,Kepler
17351,Kepler-201 b,Kepler-201,25.67209545,2,55024.59705,MJD,Kepler
17362,Kepler-201 c,Kepler-201,,2,55008.91816,MJD,Kepler
17373,Kepler-202 b,Kepler-202,4.069427,2,55003.51577,MJD,Kepler
17384,Kepler-202 c,Kepler-202,16.28249175,2,55013.29623,MJD,Kepler
17395,Kepler-203 b,Kepler-203,,3,55002.14158,MJD,Kepler
17406,Kepler-203 c,Kepler-203,5.37064587,3,55004.73697,MJD,Kepler
17418,Kepler-203 d,Kepler-203,11.32975018,3,54966.46882,MJD,Kepler
17430,Kepler-204 b,Kepler-204,14.40094471,2,55007.48593,MJD,Kepler
17441,Kepler-204 c,Kepler-204,25.66180924,2,54987.65165,MJD,Kepler
17452,Kepler-205 b,Kepler-205,,2,55003.34454,MJD,Kepler
17465,Kepler-205 c,Kepler-205,20.30655662,2,55005.1562,MJD,Kepler
17478,Kepler-206 b,Kepler-206,7.78199072,3,54966.0899,MJD,Kepler
17488,Kepler-206 c,Kepler-206,13.13745719,3,55002.72781,MJD,Kepler
17499,Kepler-206 d,Kepler-206,23.4432353,3,54984.51049,MJD,Kepler
17510,Kepler-207 b,Kepler-207,1.61188397,3,54966.07041,MJD,Kepler
17520,Kepler-207 c,Kepler-207,,3,54965.80425,MJD,Kepler
17529,Kepler-207 d,Kepler-207,5.86806802,3,55002.82243,MJD,Kepler
17540,Kepler-208 b,Kepler-208,4.22864,4,55003.24197,MJD,Kepler
17551,Kepler-208 c,Kepler-208,7.46659864,4,54965.27383,MJD,Kepler
17562,Kepler-208 d,Kepler-208,11.1317519,4,54955.79541,MJD,Kepler
17572,Kepler-208 e,Kepler-208,16.25945734,4,54944.51425,MJD,Kepler
17583,Kepler-209 b,Kepler-209,16.08786246,2,55005.31339,MJD,Kepler
17594,Kepler-209 c,Kepler-209,41.74949827,2,54986.33986,MJD,Kepler
17605,Kepler-21 b,Kepler-21,2.78581504,1,55039.3,MJD,Kepler
17616,Kepler-210 b,Kepler-210,2.45322973,2,55003.39153,MJD,Kepler
17629,Kepler-210 c,Kepler-210,7.9725132,2,55004.08436,MJD,Kepler
17643,Kepler-211 b,Kepler-211,4.13853677,2,54964.51632,MJD,Kepler
17655,Kepler-211 c,Kepler-211,6.0404622,2,55005.09435,MJD,Kepler
17667,Kepler-212 b,Kepler-212,16.25694599,2,54972.14774,MJD,Kepler
17677,Kepler-212 c,Kepler-212,31.80503872,2,55022.7483,MJD,Kepler
17688,Kepler-213 b,Kepler-213,2.462345,2,55004.33986,MJD,Kepler
17698,Kepler-213 c,Kepler-213,4.82297735,2,54966.93649,MJD,Kepler
17707,Kepler-214 b,Kepler-214,15.66057659,2,54978.84895,MJD,Kepler
17718,Kepler-214 c,Kepler-214,28.7795813,2,55025.80447,MJD,Kepler
17729,Kepler-215 b,Kepler-215,9.36059705,4,55004.46719,MJD,Kepler
17740,Kepler-215 c,Kepler-215,14.6672293,4,54977.92381,MJD,Kepler
17752,Kepler-215 d,Kepler-215,30.86436512,4,55005.43309,MJD,Kepler
17764,Kepler-215 e,Kepler-215,68.1613598,4,55019.53247,MJD,Kepler
17775,Kepler-216 b,Kepler-216,7.69357196,2,55009.00106,MJD,Kepler
17786,Kepler-216 c,Kepler-216,17.40665938,2,55003.50607,MJD,Kepler
17797,Kepler-217 b,Kepler-217,5.374851,3,55003.43324,MJD,Kepler
17808,Kepler-217 c,Kepler-217,8.58600968,3,54970.46096,MJD,Kepler
17819,Kepler-217 d,Kepler-217,3.88688862,3,54964.994,MJD,Kepler
17828,Kepler-218 b,Kepler-218,3.61930836,3,54967.93801,MJD,Kepler
17839,Kepler-218 c,Kepler-218,44.699504,3,55007.32235,MJD,Kepler
17849,Kepler-218 d,Kepler-218,,3,55086.68,MJD,Kepler
17859,Kepler-219 b,Kepler-219,4.58546694,3,55002.3568,MJD,Kepler
17870,Kepler-219 c,Kepler-219,22.71427963,3,54979.79108,MJD,Kepler
17882,Kepler-219 d,Kepler-219,47.9035211,3,54974.48257,MJD,Kepler
17894,Kepler-22 b,Kepler-22,289.8623,1,54966.1983,MJD,Kepler
17904,Kepler-220 b,Kepler-220,,4,54966.28646,MJD,Kepler
17916,Kepler-220 c,Kepler-220,9.03420963,4,55003.51425,MJD,Kepler
17928,Kepler-220 d,Kepler-220,,4,54979.41883,MJD,Kepler
17940,Kepler-220 e,Kepler-220,45.90324897,4,54999.06251,MJD,Kepler
17952,Kepler-221 b,Kepler-221,,4,54965.22929,MJD,Kepler
17964,Kepler-221 c,Kepler-221,5.69058452,4,55006.54865,MJD,Kepler
17976,Kepler-221 d,Kepler-221,10.04156852,4,54969.58456,MJD,Kepler
17987,Kepler-221 e,Kepler-221,18.36971824,4,54964.36048,MJD,Kepler
17998,Kepler-222 b,Kepler-222,3.93699314,3,55002.15076,MJD,Kepler
18009,Kepler-222 c,Kepler-222,10.08881066,3,55005.58263,MJD,Kepler
18020,Kepler-222 d,Kepler-222,28.08194365,3,55027.41404,MJD,Kepler
18031,Kepler-223 b,Kepler-223,7.38441403,4,54969.98632,MJD,Kepler
18043,Kepler-223 c,Kepler-223,9.8482024,4,54970.88748,MJD,Kepler
18056,Kepler-223 d,Kepler-223,14.78747995,4,55009.26379,MJD,Kepler
18068,Kepler-223 e,Kepler-223,19.721734,4,54967.60369,MJD,Kepler
18080,Kepler-224 b,Kepler-224,,4,54968.17544,MJD,Kepler
18090,Kepler-224 c,Kepler-224,5.92499091,4,55002.21508,MJD,Kepler
18101,Kepler-224 d,Kepler-224,11.34934848,4,54966.81602,MJD,Kepler
18112,Kepler-224 e,Kepler-224,,4,54974.12463,MJD,Kepler
18123,Kepler-225 b,Kepler-225,,2,54967.77658,MJD,Kepler
18136,Kepler-225 c,Kepler-225,18.7942098,2,55010.2935,MJD,Kepler
18150,Kepler-226 b,Kepler-226,3.94104632,3,54968.59337,MJD,Kepler
18161,Kepler-226 c,Kepler-226,,3,55004.30599,MJD,Kepler
18173,Kepler-226 d,Kepler-226,8.10904671,3,54965.30333,MJD,Kepler
18183,Kepler-227 b,Kepler-227,9.48803146,2,55003.03899,MJD,Kepler
18194,Kepler-227 c,Kepler-227,54.41759,2,54995.01038,MJD,Kepler
18205,Kepler-228 b,Kepler-228,,3,55012.0536,MJD,Kepler
18215,Kepler-228 c,Kepler-228,4.13447859,3,55005.47678,MJD,Kepler
18226,Kepler-228 d,Kepler-228,11.094286,3,55003.70123,MJD,Kepler
18237,Kepler-229 b,Kepler-229,6.25301549,3,55003.79884,MJD,Kepler
18248,Kepler-229 c,Kepler-229,16.06862959,3,55006.12165,MJD,Kepler
18259,Kepler-229 d,Kepler-229,41.19274,3,54997.52365,MJD,Kepler
18269,Kepler-23 b,Kepler-23,7.1073,3,54970.8022,MJD,Kepler
18282,Kepler-23 c,Kepler-23,,3,54965.7926,MJD,Kepler
18294,Kepler-23 d,Kepler-23,15.274299,3,54980.08253,MJD,Kepler
18307,Kepler-230 b,Kepler-230,32.62882975,2,55026.63742,MJD,Kepler
18317,Kepler-230 c,Kepler-230,91.78721127,2,55026.33073,MJD,Kepler
18328,Kepler-231 b,Kepler-231,10.06524317,2,54968.78185,MJD,Kepler
18342,Kepler-231 c,Kepler-231,19.26930046,2,55019.26907,MJD,Kepler
18356,Kepler-232 b,Kepler-232,4.43124259,2,55003.51551,MJD,Kepler
18367,Kepler-232 c,Kepler-232,11.3793779,2,54966.35018,MJD,Kepler
18378,Kepler-233 b,Kepler-233,8.47237844,2,55006.66212,MJD,Kepler
18389,Kepler-233 c,Kepler-233,60.41916,2,55013.66152,MJD,Kepler
18400,Kepler-234 b,Kepler-234,2.71150258,2,55002.53513,MJD,Kepler
18411,Kepler-234 c,Kepler-234,7.21204152,2,55005.31664,MJD,Kepler
18422,Kepler-235 b,Kepler-235,3.34021995,4,55004.47787,MJD,Kepler
18437,Kepler-235 c,Kepler-235,7.82501206,4,54969.05567,MJD,Kepler
18450,Kepler-235 d,Kepler-235,20.06037454,4,54979.96149,MJD,Kepler
18465,Kepler-235 e,Kepler-235,46.18288,4,54997.73932,MJD,Kepler
18480,Kepler-236 b,Kepler-236,8.29561738,2,54968.29207,MJD,Kepler
18492,Kepler-236 c,Kepler-236,23.96812,2,55018.7169,MJD,Kepler
18506,Kepler-237 b,Kepler-237,4.71510365,2,54967.45992,MJD,Kepler
18516,Kepler-237 c,Kepler-237,8.10361363,2,55009.44805,MJD,Kepler
18527,Kepler-238 b,Kepler-238,2.0908113,5,,,Kepler
18537,Kepler-238 c,Kepler-238,6.15555756,5,54967.32322,MJD,Kepler
18548,Kepler-238 d,Kepler-238,13.23356008,5,54972.82179,MJD,Kepler
18559,Kepler-238 e,Kepler-238,23.65368621,5,55003.87607,MJD,Kepler
18570,Kepler-238 f,Kepler-238,50.4473156,5,55010.99203,MJD,Kepler
18581,Kepler-239 b,Kepler-239,11.76305946,2,55013.43614,MJD,Kepler
18592,Kepler-239 c,Kepler-239,56.22794,2,54964.78814,MJD,Kepler
18603,Kepler-24 b,Kepler-24,8.1453,4,54973.0689,MJD,Kepler
18614,Kepler-24 c,Kepler-24,12.33340885,4,54970.086,MJD,Kepler
18625,Kepler-24 d,Kepler-24,4.24437621,4,54969.56411,MJD,Kepler
18634,Kepler-24 e,Kepler-24,18.99850923,4,54977.24357,MJD,Kepler
18644,Kepler-240 b,Kepler-240,4.14449219,2,54968.42658,MJD,Kepler
18655,Kepler-240 c,Kepler-240,,2,55007.16155,MJD,Kepler
18667,Kepler-241 b,Kepler-241,12.71807,2,55007.85418,MJD,Kepler
18677,Kepler-241 c,Kepler-241,36.065978,2,55031.08185,MJD,Kepler
18687,Kepler-242 b,Kepler-242,8.20395,2,55002.19117,MJD,Kepler
18698,Kepler-242 c,Kepler-242,14.49652389,2,54975.91348,MJD,Kepler
18709,Kepler-243 b,Kepler-243,5.71542485,2,55007.37832,MJD,Kepler
18720,Kepler-243 c,Kepler-243,20.02618595,2,54979.40767,MJD,Kepler
18731,Kepler-244 b,Kepler-244,4.311802,3,55006.07568,MJD,Kepler
18742,Kepler-244 c,Kepler-244,9.76738077,3,55019.07903,MJD,Kepler
18754,Kepler-244 d,Kepler-244,20.05040157,3,55020.58718,MJD,Kepler
18766,Kepler-245 b,Kepler-245,7.49017229,4,55007.44919,MJD,Kepler
18777,Kepler-245 c,Kepler-245,17.46086986,4,54969.76441,MJD,Kepler
18789,Kepler-245 d,Kepler-245,36.276,4,55033.77797,MJD,Kepler
18800,Kepler-245 e,Kepler-245,3.21982106,4,54965.503,MJD,Kepler
18809,Kepler-246 b,Kepler-246,4.60181733,2,55002.47887,MJD,Kepler
18820,Kepler-246 c,Kepler-246,11.18714042,2,54969.68172,MJD,Kepler
18831,Kepler-247 b,Kepler-247,3.336157,3,54967.8129,MJD,Kepler
18842,Kepler-247 c,Kepler-247,9.439451,3,55009.68536,MJD,Kepler
18853,Kepler-247 d,Kepler-247,20.48379491,3,55011.16798,MJD,Kepler
18863,Kepler-248 b,Kepler-248,6.30820323,2,55006.54657,MJD,Kepler
18874,Kepler-248 c,Kepler-248,16.23947096,2,55008.06901,MJD,Kepler
18885,Kepler-249 b,Kepler-249,,3,54966.871,MJD,Kepler
18900,Kepler-249 c,Kepler-249,7.11369666,3,55006.82459,MJD,Kepler
18915,Kepler-249 d,Kepler-249,15.36829,3,54979.88889,MJD,Kepler
18930,Kepler-25 b,Kepler-25,6.23853544,3,55004.20541,MJD,Kepler
18946,Kepler-25 c,Kepler-25,12.72037491,3,55011.0273,MJD,Kepler
18965,Kepler-250 b,Kepler-250,4.14808732,3,54965.89095,MJD,Kepler
18975,Kepler-250 c,Kepler-250,7.15681773,3,55006.63628,MJD,Kepler
