rowid,pl_name,hostname,period,system_no_of_planets,T0,T0_unit,Author
18986,Kepler-250 d,Kepler-250,17.64816096,3,54966.045,MJD,Kepler
18997,Kepler-251 b,Kepler-251,4.79091735,4,54968.81148,MJD,Kepler
19007,Kepler-251 c,Kepler-251,16.514043,4,55008.61632,MJD,Kepler
19018,Kepler-251 d,Kepler-251,,4,55022.88322,MJD,Kepler
19029,Kepler-251 e,Kepler-251,99.640161,4,55031.19312,MJD,Kepler
19039,Kepler-252 b,Kepler-252,6.668391,2,54969.93483,MJD,Kepler
19050,Kepler-252 c,Kepler-252,10.84846973,2,55004.30432,MJD,Kepler
19062,Kepler-253 b,Kepler-253,3.78402867,3,54965.78036,MJD,Kepler
19072,Kepler-253 c,Kepler-253,10.28192877,3,55007.83982,MJD,Kepler
19083,Kepler-253 d,Kepler-253,18.11989364,3,55015.1162,MJD,Kepler
19094,Kepler-254 b,Kepler-254,5.82665582,3,55005.51039,MJD,Kepler
19105,Kepler-254 c,Kepler-254,12.412,3,54975.03938,MJD,Kepler
19117,Kepler-254 d,Kepler-254,18.74649011,3,54979.62909,MJD,Kepler
19129,Kepler-255 b,Kepler-255,5.71462004,3,54965.14035,MJD,Kepler
19139,Kepler-255 c,Kepler-255,9.94602357,3,55004.20016,MJD,Kepler
19150,Kepler-255 d,Kepler-255,,3,54966.418,MJD,Kepler
19159,Kepler-256 b,Kepler-256,1.62046784,4,54964.56776,MJD,Kepler
19169,Kepler-256 c,Kepler-256,3.38801185,4,55003.03221,MJD,Kepler
19179,Kepler-256 d,Kepler-256,5.839172,4,54964.58845,MJD,Kepler
19189,Kepler-256 e,Kepler-256,10.681572,4,54964.05493,MJD,Kepler
19200,Kepler-257 b,Kepler-257,2.38265217,3,55003.1633,MJD,Kepler
19210,Kepler-257 c,Kepler-257,6.58147855,3,55007.28643,MJD,Kepler
19220,Kepler-257 d,Kepler-257,24.664551,3,55021.52052,MJD,Kepler
19230,Kepler-258 b,Kepler-258,13.19721496,2,55004.04424,MJD,Kepler
19241,Kepler-258 c,Kepler-258,33.6528474,2,54980.29807,MJD,Kepler
19252,Kepler-259 b,Kepler-259,8.11529219,2,55007.01955,MJD,Kepler
19263,Kepler-259 c,Kepler-259,36.9249531,2,55006.72336,MJD,Kepler
19274,Kepler-26 b,Kepler-26,,4,54978.3321,MJD,Kepler
19290,Kepler-26 c,Kepler-26,17.25116937,4,54982.3854,MJD,Kepler
19307,Kepler-26 d,Kepler-26,3.5439197,4,54968.75903,MJD,Kepler
19321,Kepler-26 e,Kepler-26,46.827714,4,54969.24318,MJD,Kepler
19334,Kepler-260 b,Kepler-260,8.1874109,2,55093.36771,MJD,Kepler
19345,Kepler-260 c,Kepler-260,76.0510651,2,54994.21209,MJD,Kepler
19356,Kepler-261 b,Kepler-261,10.38123233,2,55100.52361,MJD,Kepler
19367,Kepler-261 c,Kepler-261,24.57079771,2,54968.37408,MJD,Kepler
19378,Kepler-262 b,Kepler-262,13.06076688,2,54970.13086,MJD,Kepler
19389,Kepler-262 c,Kepler-262,21.85362905,2,54976.81467,MJD,Kepler
19400,Kepler-263 b,Kepler-263,16.56805949,2,54978.65154,MJD,Kepler
19411,Kepler-263 c,Kepler-263,47.33465,2,54983.9095,MJD,Kepler
19422,Kepler-264 b,Kepler-264,40.8068494,2,54988.21209,MJD,Kepler
19433,Kepler-264 c,Kepler-264,,2,55048.72078,MJD,Kepler
19443,Kepler-265 b,Kepler-265,6.84618786,4,54964.67037,MJD,Kepler
19453,Kepler-265 c,Kepler-265,17.02885,4,54975.83642,MJD,Kepler
19464,Kepler-265 d,Kepler-265,,4,54998.77537,MJD,Kepler
19474,Kepler-265 e,Kepler-265,67.83183963,4,54958.39695,MJD,Kepler
19485,Kepler-266 b,Kepler-266,6.61834191,2,55192.8696,MJD,Kepler
19496,Kepler-266 c,Kepler-266,107.7215744,2,55186.68347,MJD,Kepler
19507,Kepler-267 b,Kepler-267,3.35373033,3,54967.36887,MJD,Kepler
19523,Kepler-267 c,Kepler-267,6.8774499,3,54964.58303,MJD,Kepler
19538,Kepler-267 d,Kepler-267,28.464515,3,54990.54035,MJD,Kepler
19552,Kepler-268 b,Kepler-268,25.9340674,2,54982.26209,MJD,Kepler
19563,Kepler-268 c,Kepler-268,83.4463335,2,54991.1851,MJD,Kepler
19574,Kepler-269 b,Kepler-269,5.32662868,2,55189.62204,MJD,Kepler
19585,Kepler-269 c,Kepler-269,8.12810877,2,55191.18805,MJD,Kepler
19595,Kepler-27 b,Kepler-27,15.33528675,3,54991.1726,MJD,Kepler
19606,Kepler-27 c,Kepler-27,31.33,3,54985.9274,MJD,Kepler
19617,Kepler-27 d,Kepler-27,6.54625953,3,54966.35871,MJD,Kepler
19625,Kepler-270 b,Kepler-270,11.47598101,2,54967.8951,MJD,Kepler
19636,Kepler-270 c,Kepler-270,25.26271648,2,54966.71176,MJD,Kepler
19647,Kepler-271 b,Kepler-271,10.43549,3,54967.3195,MJD,Kepler
19658,Kepler-271 c,Kepler-271,7.41084314,3,54968.24764,MJD,Kepler
19669,Kepler-271 d,Kepler-271,5.2496914,3,54967.965,MJD,Kepler
19678,Kepler-272 b,Kepler-272,2.9713641,3,54966.88675,MJD,Kepler
19689,Kepler-272 c,Kepler-272,,3,54968.42549,MJD,Kepler
19701,Kepler-272 d,Kepler-272,,3,54969.48503,MJD,Kepler
19712,Kepler-273 b,Kepler-273,,2,54968.21482,MJD,Kepler
19722,Kepler-273 c,Kepler-273,8.014927,2,54967.33202,MJD,Kepler
19733,Kepler-274 b,Kepler-274,11.634864,2,54972.99696,MJD,Kepler
19742,Kepler-274 c,Kepler-274,33.197861,2,54974.60044,MJD,Kepler
19752,Kepler-275 b,Kepler-275,10.30065512,3,54975.23999,MJD,Kepler
19762,Kepler-275 c,Kepler-275,16.08831829,3,54971.99745,MJD,Kepler
19773,Kepler-275 d,Kepler-275,35.6757453,3,54977.50066,MJD,Kepler
19784,Kepler-276 b,Kepler-276,14.12841,3,54975.39515,MJD,Kepler
19795,Kepler-276 c,Kepler-276,31.8841569,3,54992.70696,MJD,Kepler
19806,Kepler-276 d,Kepler-276,48.64703539,3,55004.62946,MJD,Kepler
19818,Kepler-277 b,Kepler-277,,2,54974.59977,MJD,Kepler
19830,Kepler-277 c,Kepler-277,33.00669147,2,54977.88821,MJD,Kepler
19842,Kepler-278 b,Kepler-278,30.1599411,2,54971.01248,MJD,Kepler
19854,Kepler-278 c,Kepler-278,51.0771048,2,54984.84892,MJD,Kepler
19866,Kepler-279 b,Kepler-279,12.30966003,3,54970.18644,MJD,Kepler
19877,Kepler-279 c,Kepler-279,35.7353616,3,54983.5612,MJD,Kepler
19888,Kepler-279 d,Kepler-279,54.4205407,3,54981.20471,MJD,Kepler
19898,Kepler-28 b,Kepler-28,5.9122683,2,54975.1227,MJD,Kepler
19910,Kepler-28 c,Kepler-28,8.98584768,2,54981.2277,MJD,Kepler
19922,Kepler-280 b,Kepler-280,2.1395565,2,54966.1526,MJD,Kepler
19933,Kepler-280 c,Kepler-280,4.80710325,2,54967.14249,MJD,Kepler
19944,Kepler-281 b,Kepler-281,14.64627064,3,54969.01691,MJD,Kepler
19955,Kepler-281 c,Kepler-281,36.33725707,3,54992.90092,MJD,Kepler
19966,Kepler-281 d,Kepler-281,148.272013,3,54970.50557,MJD,Kepler
19974,Kepler-282 b,Kepler-282,9.220524,4,54970.55444,MJD,Kepler
19984,Kepler-282 c,Kepler-282,,4,54974.27809,MJD,Kepler
19994,Kepler-282 d,Kepler-282,24.8056775,4,54977.57495,MJD,Kepler
20005,Kepler-282 e,Kepler-282,44.3471936,4,54993.81425,MJD,Kepler
20016,Kepler-283 b,Kepler-283,11.00815926,2,54975.72626,MJD,Kepler
20029,Kepler-283 c,Kepler-283,92.749023,2,55005.81145,MJD,Kepler
20041,Kepler-284 b,Kepler-284,12.69906,2,55017.48515,MJD,Kepler
20052,Kepler-284 c,Kepler-284,37.51391,2,55021.80068,MJD,Kepler
20063,Kepler-285 b,Kepler-285,2.63385723,2,54967.06281,MJD,Kepler
20073,Kepler-285 c,Kepler-285,6.18669653,2,54969.13351,MJD,Kepler
20083,Kepler-286 b,Kepler-286,1.796302,4,54965.83057,MJD,Kepler
20093,Kepler-286 c,Kepler-286,3.468073,4,54968.50318,MJD,Kepler
20103,Kepler-286 d,Kepler-286,5.91428767,4,54965.98698,MJD,Kepler
20113,Kepler-286 e,Kepler-286,29.221289,4,54971.83017,MJD,Kepler
20124,Kepler-287 b,Kepler-287,20.34237838,2,54970.19875,MJD,Kepler
20135,Kepler-287 c,Kepler-287,44.8521071,2,55004.963,MJD,Kepler
20145,Kepler-288 b,Kepler-288,6.09750607,3,55186.56412,MJD,Kepler
20155,Kepler-288 c,Kepler-288,19.30563,3,55205.69055,MJD,Kepler
20166,Kepler-288 d,Kepler-288,56.6388791,3,54968.05296,MJD,Kepler
20176,Kepler-289 b,Kepler-289,34.5438464,3,54965.18686,MJD,Kepler
20188,Kepler-289 c,Kepler-289,125.8518,3,55069.1563,MJD,Kepler
20200,Kepler-289 d,Kepler-289,66.0634,3,,,Kepler
20201,Kepler-29 b,Kepler-29,10.3392924,2,54982.25,MJD,Kepler
20213,Kepler-29 c,Kepler-29,13.28689074,2,54977.971,MJD,Kepler
20225,Kepler-290 b,Kepler-290,14.589501,2,54974.43413,MJD,Kepler
20236,Kepler-290 c,Kepler-290,36.77042443,2,54996.79316,MJD,Kepler
20247,Kepler-291 b,Kepler-291,3.54653414,2,54967.40112,MJD,Kepler
20257,Kepler-291 c,Kepler-291,5.70070626,2,54965.18674,MJD,Kepler
20267,Kepler-292 b,Kepler-292,2.58082149,5,55004.06214,MJD,Kepler
20277,Kepler-292 c,Kepler-292,3.71545391,5,55002.29198,MJD,Kepler
20287,Kepler-292 d,Kepler-292,7.0556584,5,55014.40973,MJD,Kepler
20298,Kepler-292 e,Kepler-292,,5,55011.4664,MJD,Kepler
20309,Kepler-292 f,Kepler-292,20.8341497,5,55018.53249,MJD,Kepler
20320,Kepler-293 b,Kepler-293,19.25405306,2,54997.28133,MJD,Kepler
20331,Kepler-293 c,Kepler-293,54.1558384,2,55004.86515,MJD,Kepler
20342,Kepler-294 b,Kepler-294,3.701311,2,55012.77593,MJD,Kepler
20352,Kepler-294 c,Kepler-294,6.62643626,2,55016.48818,MJD,Kepler
20363,Kepler-295 b,Kepler-295,12.64504291,3,54971.12536,MJD,Kepler
20373,Kepler-295 c,Kepler-295,21.5262569,3,54964.7872,MJD,Kepler
20384,Kepler-295 d,Kepler-295,33.8845825,3,54992.50625,MJD,Kepler
20395,Kepler-296 b,Kepler-296,10.86437311,5,54967.2536,MJD,Kepler
20409,Kepler-296 c,Kepler-296,5.84161806,5,54968.42127,MJD,Kepler
20424,Kepler-296 d,Kepler-296,19.85037041,5,54966.15098,MJD,Kepler
20439,Kepler-296 e,Kepler-296,34.14189,5,54953.52752,MJD,Kepler
20452,Kepler-296 f,Kepler-296,63.3354719,5,54995.11161,MJD,Kepler
20464,Kepler-297 b,Kepler-297,38.871826,2,55003.78713,MJD,Kepler
20475,Kepler-297 c,Kepler-297,74.920119,2,54957.5377,MJD,Kepler
20486,Kepler-298 b,Kepler-298,10.47548084,3,54985.14156,MJD,Kepler
20497,Kepler-298 c,Kepler-298,,3,55155.53372,MJD,Kepler
20507,Kepler-298 d,Kepler-298,77.4740724,3,55016.74735,MJD,Kepler
20518,Kepler-299 b,Kepler-299,2.92721559,4,54966.32858,MJD,Kepler
20528,Kepler-299 c,Kepler-299,6.885875,4,54970.90955,MJD,Kepler
20538,Kepler-299 d,Kepler-299,,4,54977.08557,MJD,Kepler
20548,Kepler-299 e,Kepler-299,38.28602037,4,54975.80747,MJD,Kepler
20559,Kepler-30 b,Kepler-30,29.323,3,55246.15,MJD,Kepler
20569,Kepler-30 c,Kepler-30,60.32488611,3,55357.387,MJD,Kepler
20582,Kepler-30 d,Kepler-30,143.21515,3,55273.03,MJD,Kepler
20593,Kepler-300 b,Kepler-300,10.44636649,2,54965.77803,MJD,Kepler
20604,Kepler-300 c,Kepler-300,40.71524,2,54979.06443,MJD,Kepler
20615,Kepler-301 b,Kepler-301,2.5085541,3,54967.5101,MJD,Kepler
20625,Kepler-301 c,Kepler-301,5.419026,3,54964.14467,MJD,Kepler
20635,Kepler-301 d,Kepler-301,13.75134642,3,54977.11227,MJD,Kepler
20646,Kepler-302 b,Kepler-302,30.1836854,2,54979.14006,MJD,Kepler
20657,Kepler-302 c,Kepler-302,127.2824927,2,54996.38937,MJD,Kepler
20668,Kepler-303 b,Kepler-303,1.937055,2,54967.21867,MJD,Kepler
20682,Kepler-303 c,Kepler-303,7.06117322,2,54968.77187,MJD,Kepler
20695,Kepler-304 b,Kepler-304,3.29570324,4,54966.46482,MJD,Kepler
20706,Kepler-304 c,Kepler-304,5.31595347,4,54964.92892,MJD,Kepler
20717,Kepler-304 d,Kepler-304,9.65347619,4,54967.35589,MJD,Kepler
20728,Kepler-304 e,Kepler-304,,4,54965.569,MJD,Kepler
20737,Kepler-305 b,Kepler-305,5.48711167,4,55188.5773,MJD,Kepler
20749,Kepler-305 c,Kepler-305,8.29085256,4,55192.13489,MJD,Kepler
20761,Kepler-305 d,Kepler-305,,4,55191.91608,MJD,Kepler
20773,Kepler-305 e,Kepler-305,3.20539833,4,55187.131,MJD,Kepler
20780,Kepler-306 b,Kepler-306,4.64622383,4,55187.09058,MJD,Kepler
20790,Kepler-306 c,Kepler-306,7.2402285,4,55187.51328,MJD,Kepler
20801,Kepler-306 d,Kepler-306,17.326644,4,55193.00885,MJD,Kepler
20812,Kepler-306 e,Kepler-306,44.8412214,4,55192.37387,MJD,Kepler
20823,Kepler-307 b,Kepler-307,10.416,2,56463.8157,MJD,Kepler
20837,Kepler-307 c,Kepler-307,13.084,2,56464.7666,MJD,Kepler
20851,Kepler-308 b,Kepler-308,9.69502544,2,55014.95617,MJD,Kepler
20861,Kepler-308 c,Kepler-308,15.3825006,2,54971.58277,MJD,Kepler
20872,Kepler-309 b,Kepler-309,5.92365634,2,54967.18239,MJD,Kepler
20884,Kepler-309 c,Kepler-309,105.3531,2,54971.18392,MJD,Kepler
20897,Kepler-31 b,Kepler-31,,3,54991.641,MJD,Kepler
20908,Kepler-31 c,Kepler-31,,3,54973.691,MJD,Kepler
20919,Kepler-31 d,Kepler-31,87.6451,3,54967.43828,MJD,Kepler
20931,Kepler-310 b,Kepler-310,,3,54966.92673,MJD,Kepler
20941,Kepler-310 c,Kepler-310,,3,54976.31309,MJD,Kepler
20952,Kepler-310 d,Kepler-310,92.8747294,3,54978.42567,MJD,Kepler
20964,Kepler-311 b,Kepler-311,9.17613539,2,54971.2174,MJD,Kepler
20975,Kepler-311 c,Kepler-311,19.7383913,2,54965.78529,MJD,Kepler
20986,Kepler-312 b,Kepler-312,1.77241008,2,54964.58778,MJD,Kepler
20995,Kepler-312 c,Kepler-312,19.74732846,2,54979.6036,MJD,Kepler
21006,Kepler-313 b,Kepler-313,14.9702081,2,54967.0006,MJD,Kepler
21016,Kepler-313 c,Kepler-313,32.2752118,2,54981.60331,MJD,Kepler
21026,Kepler-314 b,Kepler-314,2.46106655,2,54965.81441,MJD,Kepler
21036,Kepler-314 c,Kepler-314,5.96040001,2,54969.76485,MJD,Kepler
21047,Kepler-315 b,Kepler-315,96.109323,2,55020.23232,MJD,Kepler
21057,Kepler-315 c,Kepler-315,265.467621,2,54983.56838,MJD,Kepler
21066,Kepler-316 b,Kepler-316,,2,54970.32156,MJD,Kepler
21077,Kepler-316 c,Kepler-316,6.827818,2,54971.11401,MJD,Kepler
21089,Kepler-317 b,Kepler-317,5.52421777,2,54968.11931,MJD,Kepler
21100,Kepler-317 c,Kepler-317,8.77508519,2,54966.2098,MJD,Kepler
21111,Kepler-318 b,Kepler-318,4.66271796,2,54966.58179,MJD,Kepler
21122,Kepler-318 c,Kepler-318,11.8150013,2,54965.58965,MJD,Kepler
21133,Kepler-319 b,Kepler-319,4.36274436,3,54967.73073,MJD,Kepler
21144,Kepler-319 c,Kepler-319,6.941357,3,54970.04285,MJD,Kepler
21155,Kepler-319 d,Kepler-319,31.78204372,3,54967.36667,MJD,Kepler
21166,Kepler-32 b,Kepler-32,5.90124,5,54974.402,MJD,Kepler
21182,Kepler-32 c,Kepler-32,8.75209691,5,54976.878,MJD,Kepler
21198,Kepler-32 d,Kepler-32,22.78078241,5,54987.7,MJD,Kepler
21214,Kepler-32 e,Kepler-32,2.89601379,5,54966.11,MJD,Kepler
21229,Kepler-32 f,Kepler-32,0.74296,5,54965.04,MJD,Kepler
21242,Kepler-320 b,Kepler-320,8.37160502,2,54970.17704,MJD,Kepler
21250,Kepler-320 c,Kepler-320,17.93457936,2,54970.7182,MJD,Kepler
21259,Kepler-321 b,Kepler-321,4.91538707,2,54965.19543,MJD,Kepler
21270,Kepler-321 c,Kepler-321,13.093921,2,54977.02374,MJD,Kepler
21281,Kepler-322 b,Kepler-322,1.65388948,2,54964.69171,MJD,Kepler
21291,Kepler-322 c,Kepler-322,4.33722404,2,54965.34959,MJD,Kepler
21302,Kepler-323 b,Kepler-323,1.67832545,2,54968.55307,MJD,Kepler
21313,Kepler-323 c,Kepler-323,3.55382967,2,54967.14078,MJD,Kepler
21325,Kepler-324 b,Kepler-324,4.385316,4,54971.72656,MJD,Kepler
21335,Kepler-324 c,Kepler-324,51.805612,4,55015.50049,MJD,Kepler
21345,Kepler-324 e,Kepler-324,13.97946561,4,54974.83829,MJD,Kepler
21353,Kepler-325 b,Kepler-325,4.544439,3,54967.4001,MJD,Kepler
21364,Kepler-325 c,Kepler-325,12.76224947,3,54976.23016,MJD,Kepler
21375,Kepler-325 d,Kepler-325,38.71479726,3,54966.5309,MJD,Kepler
21386,Kepler-326 b,Kepler-326,2.24828821,3,54965.92421,MJD,Kepler
21398,Kepler-326 c,Kepler-326,4.58034082,3,54966.57605,MJD,Kepler
21410,Kepler-326 d,Kepler-326,6.76690759,3,54969.11605,MJD,Kepler
21422,Kepler-327 b,Kepler-327,,3,54965.10488,MJD,Kepler
21437,Kepler-327 c,Kepler-327,,3,54965.20664,MJD,Kepler
21452,Kepler-327 d,Kepler-327,13.969,3,54964.67104,MJD,Kepler
21466,Kepler-328 b,Kepler-328,34.9176592,2,54990.1693,MJD,Kepler
21475,Kepler-328 c,Kepler-328,71.312,2,54964.89239,MJD,Kepler
21485,Kepler-329 b,Kepler-329,7.41634311,2,54968.35335,MJD,Kepler
21496,Kepler-329 c,Kepler-329,18.6848377,2,54968.64841,MJD,Kepler
21508,Kepler-33 b,Kepler-33,5.66815436,5,54964.3981,MJD,Kepler
21518,Kepler-33 c,Kepler-33,13.175619,5,54976.1764,MJD,Kepler
21530,Kepler-33 d,Kepler-33,21.776,5,,,Kepler
21544,Kepler-33 e,Kepler-33,31.78476785,5,54968.3,MJD,Kepler
21557,Kepler-33 f,Kepler-33,41.0280637,5,55005,MJD,Kepler
21570,Kepler-330 b,Kepler-330,8.25981532,2,54986.48309,MJD,Kepler
21580,Kepler-330 c,Kepler-330,15.95541913,2,54975.80371,MJD,Kepler
21591,Kepler-331 b,Kepler-331,8.45750018,3,54966.36954,MJD,Kepler
21602,Kepler-331 c,Kepler-331,17.28109052,3,54968.50798,MJD,Kepler
21613,Kepler-331 d,Kepler-331,32.1340737,3,54974.76823,MJD,Kepler
21624,Kepler-332 b,Kepler-332,7.62640248,3,54968.51672,MJD,Kepler
21635,Kepler-332 c,Kepler-332,15.9955105,3,54976.73834,MJD,Kepler
21645,Kepler-332 d,Kepler-332,34.2115022,3,54987.07732,MJD,Kepler
21655,Kepler-333 b,Kepler-333,12.55109333,2,54969.76142,MJD,Kepler
21668,Kepler-333 c,Kepler-333,24.08838547,2,54966.92547,MJD,Kepler
21681,Kepler-334 b,Kepler-334,5.47033089,3,54963.99467,MJD,Kepler
21692,Kepler-334 c,Kepler-334,12.75800092,3,54966.4579,MJD,Kepler
21703,Kepler-334 d,Kepler-334,25.09852783,3,54978.06945,MJD,Kepler
21714,Kepler-335 b,Kepler-335,6.56225728,2,54965.10635,MJD,Kepler
21725,Kepler-335 c,Kepler-335,67.8450771,2,54981.99928,MJD,Kepler
21734,Kepler-336 b,Kepler-336,2.02482034,3,54964.85611,MJD,Kepler
21743,Kepler-336 c,Kepler-336,9.59993139,3,54969.08177,MJD,Kepler
21753,Kepler-336 d,Kepler-336,20.67885,3,54984.19139,MJD,Kepler
21763,Kepler-337 b,Kepler-337,3.29278521,2,54965.50966,MJD,Kepler
21774,Kepler-337 c,Kepler-337,9.69311847,2,54965.3115,MJD,Kepler
21785,Kepler-338 b,Kepler-338,13.726976,4,54971.24833,MJD,Kepler
21798,Kepler-338 c,Kepler-338,24.3111399,4,54969.54147,MJD,Kepler
21810,Kepler-338 d,Kepler-338,44.4287,4,54976.04198,MJD,Kepler
21822,Kepler-338 e,Kepler-338,9.34145925,4,54964.88581,MJD,Kepler
21833,Kepler-339 b,Kepler-339,,3,54967.17151,MJD,Kepler
21844,Kepler-339 c,Kepler-339,6.98803345,3,54965.0611,MJD,Kepler
21856,Kepler-339 d,Kepler-339,10.55840479,3,54968.84663,MJD,Kepler
21868,Kepler-34 b,Kepler-34,288.822,1,,,Kepler
21869,Kepler-340 b,Kepler-340,14.8444163,2,54976.08289,MJD,Kepler
21877,Kepler-340 c,Kepler-340,22.8245485,2,54976.96616,MJD,Kepler
21887,Kepler-341 b,Kepler-341,,4,54965.2352,MJD,Kepler
21897,Kepler-341 c,Kepler-341,8.01041305,4,54967.81534,MJD,Kepler
21908,Kepler-341 d,Kepler-341,27.6665971,4,54976.36829,MJD,Kepler
21919,Kepler-341 e,Kepler-341,42.4729078,4,54978.77815,MJD,Kepler
21930,Kepler-342 b,Kepler-342,15.17043614,4,54965.16283,MJD,Kepler
21941,Kepler-342 c,Kepler-342,26.2348478,4,54974.49866,MJD,Kepler
21950,Kepler-342 d,Kepler-342,39.4571522,4,54968.96152,MJD,Kepler
21960,Kepler-342 e,Kepler-342,1.64422461,4,54964.251,MJD,Kepler
21967,Kepler-343 b,Kepler-343,8.96852012,2,54971.88991,MJD,Kepler
21978,Kepler-343 c,Kepler-343,23.22181264,2,54983.5664,MJD,Kepler
21988,Kepler-344 b,Kepler-344,21.96399084,2,54965.53648,MJD,Kepler
21999,Kepler-344 c,Kepler-344,125.596809,2,55047.94167,MJD,Kepler
22009,Kepler-345 b,Kepler-345,7.41557859,2,54970.31508,MJD,Kepler
22019,Kepler-345 c,Kepler-345,9.38741452,2,54969.88084,MJD,Kepler
22030,Kepler-346 b,Kepler-346,,2,54964.2057,MJD,Kepler
22041,Kepler-346 c,Kepler-346,23.85136,2,54980.11656,MJD,Kepler
22052,Kepler-347 b,Kepler-347,12.79825295,2,54966.14816,MJD,Kepler
22063,Kepler-347 c,Kepler-347,27.320871,2,54986.80618,MJD,Kepler
22073,Kepler-348 b,Kepler-348,7.05675289,2,54965.03178,MJD,Kepler
22084,Kepler-348 c,Kepler-348,,2,54967.85658,MJD,Kepler
22094,Kepler-349 b,Kepler-349,5.92973644,2,54967.99118,MJD,Kepler
22106,Kepler-349 c,Kepler-349,,2,54970.71701,MJD,Kepler
22118,Kepler-35 b,Kepler-35,131.458,1,,,Kepler
22119,Kepler-350 b,Kepler-350,11.189562,3,54973.13108,MJD,Kepler
22129,Kepler-350 c,Kepler-350,17.84848082,3,54980.89039,MJD,Kepler
22141,Kepler-350 d,Kepler-350,26.13617,3,54964.11923,MJD,Kepler
22153,Kepler-351 b,Kepler-351,37.05518848,3,55032.70033,MJD,Kepler
22165,Kepler-351 c,Kepler-351,57.2486691,3,55017.19417,MJD,Kepler
22177,Kepler-351 d,Kepler-351,142.544247,3,55035.385,MJD,Kepler
22186,Kepler-352 b,Kepler-352,10.05550267,3,55005.73302,MJD,Kepler
22197,Kepler-352 c,Kepler-352,16.33269854,3,54969.40648,MJD,Kepler
22208,Kepler-352 d,Kepler-352,6.88729828,3,54964.56897,MJD,Kepler
22214,Kepler-353 b,Kepler-353,5.79529495,2,54969.28197,MJD,Kepler
22227,Kepler-353 c,Kepler-353,8.41100287,2,54966.30505,MJD,Kepler
22241,Kepler-354 b,Kepler-354,,3,54968.20204,MJD,Kepler
22252,Kepler-354 c,Kepler-354,16.9347748,3,54969.76772,MJD,Kepler
22261,Kepler-354 d,Kepler-354,24.209842,3,54973.9763,MJD,Kepler
22272,Kepler-355 b,Kepler-355,11.0317307,2,55194.8382,MJD,Kepler
22282,Kepler-355 c,Kepler-355,25.76263521,2,54980.20457,MJD,Kepler
22293,Kepler-356 b,Kepler-356,4.6126736,2,54965.27463,MJD,Kepler
22304,Kepler-356 c,Kepler-356,13.12133001,2,54965.8931,MJD,Kepler
22315,Kepler-357 b,Kepler-357,6.47538919,3,54970.07941,MJD,Kepler
22325,Kepler-357 c,Kepler-357,16.85825609,3,54974.84264,MJD,Kepler
22336,Kepler-357 d,Kepler-357,,3,54971.54946,MJD,Kepler
22346,Kepler-358 b,Kepler-358,34.060467,2,54973.86327,MJD,Kepler
22357,Kepler-358 c,Kepler-358,83.4886218,2,55021.03814,MJD,Kepler
22368,Kepler-359 b,Kepler-359,25.5638576,3,55207.78439,MJD,Kepler
22378,Kepler-359 c,Kepler-359,57.6899118,3,54972.44136,MJD,Kepler
22389,Kepler-359 d,Kepler-359,77.083,3,55035.17392,MJD,Kepler
22398,Kepler-36 b,Kepler-36,13.849039,2,54960.4753,MJD,Kepler
22411,Kepler-36 c,Kepler-36,16.23191704,2,54955.4132,MJD,Kepler
22424,Kepler-360 b,Kepler-360,3.28972217,2,54964.25603,MJD,Kepler
22434,Kepler-360 c,Kepler-360,7.186476,2,54969.12273,MJD,Kepler
22445,Kepler-361 b,Kepler-361,8.48642369,2,54970.51734,MJD,Kepler
22455,Kepler-361 c,Kepler-361,,2,55013.25018,MJD,Kepler
22465,Kepler-362 b,Kepler-362,10.32738017,2,54971.8793,MJD,Kepler
22474,Kepler-362 c,Kepler-362,,2,54966.85783,MJD,Kepler
22485,Kepler-363 b,Kepler-363,3.61460279,3,54967.19656,MJD,Kepler
22495,Kepler-363 c,Kepler-363,,3,54965.45422,MJD,Kepler
22506,Kepler-363 d,Kepler-363,11.9320869,3,54974.60532,MJD,Kepler
22518,Kepler-364 b,Kepler-364,,2,54968.45058,MJD,Kepler
22529,Kepler-364 c,Kepler-364,59.98190103,2,55008.65025,MJD,Kepler
22540,Kepler-365 b,Kepler-365,10.66489514,2,54964.50994,MJD,Kepler
22550,Kepler-365 c,Kepler-365,17.7833125,2,54979.40524,MJD,Kepler
22559,Kepler-366 b,Kepler-366,3.28192056,2,54964.91897,MJD,Kepler
22569,Kepler-366 c,Kepler-366,12.51610549,2,54967.5286,MJD,Kepler
22580,Kepler-367 b,Kepler-367,37.8156219,2,54973.59798,MJD,Kepler
22591,Kepler-367 c,Kepler-367,53.5778376,2,55003.68362,MJD,Kepler
22602,Kepler-368 b,Kepler-368,26.8477622,2,54974.66776,MJD,Kepler
22613,Kepler-368 c,Kepler-368,72.38164722,2,55012.0342,MJD,Kepler
22622,Kepler-369 b,Kepler-369,2.7327679,2,55186.59555,MJD,Kepler
22634,Kepler-369 c,Kepler-369,14.87153514,2,54970.19114,MJD,Kepler
22647,Kepler-37 b,Kepler-37,,4,55016.53271,MJD,Kepler
22657,Kepler-37 c,Kepler-37,21.302,4,55024.3,MJD,Kepler
22670,Kepler-37 d,Kepler-37,39.79220077,4,55007.7,MJD,Kepler
22686,Kepler-37 e,Kepler-37,51.20690303,4,55028.23,MJD,Kepler
22691,Kepler-370 b,Kepler-370,4.57953,2,54967.59728,MJD,Kepler
22701,Kepler-370 c,Kepler-370,19.0231361,2,54972.16161,MJD,Kepler
